Time,Temperature,Crime
4159,64.940002,1114
4160,75.919998,930
4161,80.959999,980
4162,75.019997,959
4163,69.980003,936
4164,75.919998,995
4165,82.040001,977
4166,87.980003,1102
4167,89.959999,1037
4168,93.019997,995
4169,89.959999,1052
4170,78.080002,1069
4171,71.959999,1065
4172,87.080002,965
4173,93.919998,1072
4174,93.919998,1048
4175,87.080002,939
4176,93.919998,1057
4177,95,991
4178,95,1078
4179,84.919998,1044
4180,87.080002,1114
4181,87.080002,1115
4182,93.919998,1069
4183,75.919998,951
4184,82.940002,939
4185,91.940002,1034
4186,100.04,923
4187,87.980003,1024
4188,91.940002,997
4189,91.040001,1132
4190,98.059998,1028
4191,96.080002,1038
4192,102.02,1034
4193,102.92,991
4194,102.92,1006
4195,98.059998,1051
4196,84.919998,1076
4197,91.040001,1039
4198,82.940002,1038
4199,87.080002,1009
4200,91.040001,1009
4201,93.019997,1058
4202,89.959999,1036
4203,95,1107
4204,96.980003,963
4205,98.959999,993
4206,93.919998,953
4207,82.940002,909
4208,80.959999,1045
4209,87.080002,1052
4210,89.059998,976
4211,96.980003,976
4212,84.019997,950
4213,98.959999,995
4214,89.059998,955
4215,86,1028
4216,82.040001,1036
4217,84.919998,1006
4218,91.940002,980
4219,84.919998,916
4220,89.959999,1037
4221,93.019997,996
4222,95,1043
4223,93.019997,990
4224,84.019997,948
4225,84.919998,946
4226,91.940002,936
4227,84.019997,955
4228,75.019997,921
4229,75.919998,900
4230,78.080002,974
4231,75.919998,928
4232,69.080002,852
4233,84.019997,942
4234,84.919998,1035
4235,75.919998,924
4236,75.919998,942
4237,77,978
4238,78.980003,929
4239,73.940002,875
4240,78.980003,909
4241,84.919998,872
4242,91.940002,1017
4243,93.919998,1010
4244,93.019997,1061
4245,78.980003,891
4246,87.980003,886
4247,86,942
4248,84.019997,932
4249,89.959999,913
4250,91.940002,1003
4251,75.019997,1102
4252,82.040001,888
4253,87.980003,879
4254,89.959999,900
4255,86,843
4256,86,992
4257,78.080002,953
4258,73.040001,968
4259,71.959999,896
4260,75.019997,853
4261,82.940002,901
4262,86,910
4263,71.059998,848
4264,75.919998,975
4265,78.980003,995
4266,77,883
4267,78.080002,884
4268,62.959999,822
4269,73.040001,906
4270,71.959999,908
4271,60.080002,981
4272,59,863
4273,60.98,819
4274,69.980003,858
4275,77,910
4276,68,927
4277,64.940002,828
4278,66.919998,961
4279,78.980003,957
4280,66.019997,858
4281,66.019997,979
4282,69.080002,890
4283,62.959999,905
4284,77,866
4285,50,900
4286,50,797
4287,51.080002,760
4288,60.080002,876
4289,64.940002,869
4290,51.080002,931
4291,66.919998,850
4292,53.060001,938
4293,66.919998,857
4294,71.059998,847
4295,60.080002,916
4296,69.980003,863
4297,68,934
4298,53.959999,871
4299,51.98,928
4300,59,948
4301,68,905
4302,64.940002,815
4303,69.980003,480
4304,78.080002,415
4305,75.019997,438
4306,51.080002,617
4307,48.02,635
4308,48.919998,747
4309,51.080002,822
4310,48.02,860
4311,50,929
4312,53.959999,976
4313,48.02,916
4314,44.959999,792
4315,48.02,720
4316,44.060001,880
4317,42.080002,768
4318,46.939999,859
4319,44.959999,832
4320,55.939999,993
4321,66.019997,956
4322,69.980003,867
4323,39.919998,776
4324,41,804
4325,44.959999,824
4326,48.02,928
4327,53.959999,926
4328,55.040001,858
4329,57.02,834
4330,59,851
4331,57.919998,914
4332,53.959999,882
4333,62.959999,642
4334,42.080002,773
4335,32,827
4336,42.98,792
4337,35.959999,781
4338,33.080002,789
4339,44.060001,833
4340,51.080002,906
4341,51.080002,969
4342,59,982
4343,62.959999,831
4344,69.980003,919
4345,59,896
4346,39.919998,834
4347,46.040001,860
4348,46.040001,886
4349,42.080002,763
4350,41,750
4351,37.939999,826
4352,33.98,808
4353,46.040001,884
4354,48.919998,787
4355,50,938
4356,50,832
4357,48.919998,779
4358,39.919998,812
4359,41,838
4360,42.98,854
4361,48.919998,803
4362,33.080002,752
4363,32,724
4364,33.98,758
4365,33.98,695
4366,33.080002,508
4367,33.080002,610
4368,33.080002,673
4369,32,845
4370,32,798
4371,33.080002,694
